crop,weed,insect,straw,bird,herbicide,frog,snake,bat,duck,pesticide
5570.2,5610,110.91,278.3,697.69,3829.2,46.107,96.361,0,0,750.26
6750,5736.9,235.1,243.61,675.17,1723.2,0,94.193,0,0,337.61
7854.3,6625.7,363.51,193.52,680.44,775.42,46.232,70.061,0,0,151.93
9073,8504.7,508.34,120.53,701.78,348.94,78.34,63.903,0,0,68.367
10185,9985.5,616.71,19.642,731.05,157.02,107.79,57.314,0,0,5114.2
11057,10876,609.75,0,763.62,70.66,136.47,56.491,0,0,2301.4
11783,11620,698.05,0,801.67,31.797,163.53,57.618,0,0,1035.6
11895,11802,804.16,0,844.35,14.309,186.55,59.506,0,0,466.03
12357,12474,904.94,0,895.03,6.4389,196.34,61.607,0,0,209.71
12560,12610,1008.9,0,945.75,11230,210.1,64.568,0,0,94.371
987.52,7985.7,1077.3,935.05,1004.5,5053.4,230.87,67.514,0,0,42.467
988.09,6073.9,1203.1,718.11,1061.8,2274.1,255.46,70.031,0,0,19.11
1455.7,5339.7,1267.2,475.97,1113.7,6489.8,274.22,72.858,0,0,8.5995
1512.8,3025.3,643.69,221.4,1011.3,2920.4,283.18,75.544,0,0,12676
1725.6,2320.6,205.94,94.832,899.1,1314.2,300.6,77.953,0,0,5704.2
2045.9,2376.7,148.51,52.417,814.16,591.39,310.38,80.534,0,0,2566.9
2431,2843.7,143.53,13.935,695.95,266.12,219.69,82.1,0,0,1155.1
2960.4,3550.5,179.99,0,606.28,2679.1,3.3106,82.665,0,0,1955.1
3611.5,3461.8,231.07,0,554.54,1205.6,50.699,82.758,0,0,879.78
4310.7,4244.4,297.19,0,533.51,542.51,85.425,78.701,0,0,395.9
5297.1,5383.4,373.07,0,533.83,244.13,99.083,60.025,0,0,178.16
6451.7,6765,432.36,0,538.53,109.86,111.9,55.875,0,0,3810.8
7672.8,8311.5,423.26,0,549.34,49.436,126.49,54.906,0,0,1714.9
9032.3,9555.7,476.23,0,568.54,22.246,142.47,54.831,0,0,771.69
10367,10608,588.89,0,597.99,10.011,155.35,55.709,0,0,347.26
11826,11945,691.2,0,632.95,4.5049,161.12,56.824,0,0,156.27
13136,12821,772.85,0,669.09,10753,176.64,58.819,0,0,70.32
2709.7,9320.5,873.78,1028.5,715.04,4838.8,187.92,60.299,0,0,31.644
3258.4,7939.6,1005.6,851.93,768.17,2177.4,204.3,61.804,0,0,14.24
5581.4,7748.3,1142.4,646.37,816.71,8125.5,224.11,63.563,0,0,6.408
6837,5432.5,909.48,419.35,817.2,3656.5,243.41,65.347,0,0,11427
8346.9,5335.5,547.15,239.28,829.05,1645.4,264.66,67.495,0,0,5142.2
10312,6987.1,534.2,133.86,845.63,740.44,287.37,69.695,0,0,2314
12355,8503.9,581.99,28.468,867.12,333.2,274.56,71.785,0,0,1041.3
14877,10001,633.45,0,893.78,7803.4,190.13,73.628,0,0,6288.5
18040,7918.8,664.78,0,926.54,3511.5,188.08,76.305,0,0,2829.8
19580,8925.9,813.22,0,972.1,1580.2,189.75,77.818,0,0,1273.4
20498,9469.8,1005,0,1032.9,711.09,206.18,76.611,0,0,573.04
20167,9524.3,1173,0,1095.6,319.99,209.12,76.108,0,0,10307
19942,9869.6,1189.7,0,1170.1,143.99,228.56,76.491,0,0,4638.4
19096,8954,1279.7,0,1255.1,64.798,249.55,77.449,0,0,2087.3
18620,9311.3,1420.2,0,1325.4,29.159,275.38,78.946,0,0,939.27
17767,8493.9,1520.1,0,1394.4,13.122,291.02,80.677,0,0,422.67
16480,8285.6,1586.1,0,1465.5,7650.4,308.44,82.771,0,0,190.2
15877,5540.7,1642.1,0,1534.5,3442.7,334.38,85.762,0,0,85.591
936.49,5785.6,1610,1093.6,1598.2,1549.2,347.01,88.492,0,398.28,38.516
874.68,5181.8,1520.4,774.35,1653.3,697.15,363.2,90.956,0,422.71,17.332
1226.5,4969.8,1412.9,475.98,1672.9,313.72,375.5,93.887,0,447.13,7.7994
1259.6,4986.8,249.86,194.12,1258.3,141.17,382.55,97.776,0,469.84,3.5097
1473,5275.2,202.32,141.03,1004,63.527,377.02,101.17,0,483.31,1.5794
1763.5,5623.1,179.97,103.31,888.73,28.587,372.62,103.8,0,500.95,0.71072
2144.9,6093.6,168.54,63.368,780.62,12.864,0,105.2,0,497.48,0.31983
2618.5,6655.7,212.89,35.664,725.61,5.7889,45.792,104.28,0,500.68,0.14392
3238.9,7445.3,248.95,0,689.03,2.605,86.021,102.52,0,500.73,0.064765
3890.9,8278.3,306.2,0,674.89,1.1723,93.358,85.787,0,511.91,0.029144
4648.2,9005.3,361.45,0,662.56,0.52752,106.3,78.947,0,525.75,0.013115
5377.5,9692.8,386.08,0,664.96,0.23738,114.91,76.057,0,539.37,0.0059017
6291.4,10034,417.67,0,682.59,0.10682,129.39,74.439,0,557.34,0.0026558
7180.2,10729,436.96,0,705.23,0.04807,144.13,73.603,0,573.99,0.0011951
7883.9,11226,461.06,0,735.66,0.021631,148.39,73.706,0,594.29,0.00053779
8793.1,11398,485.91,0,767.37,0.0097342,158.32,74.154,0,21.141,0.00024201
9427.2,12352,593.77,0,800.86,0.0043804,165.24,75.184,498.52,21.872,0.0001089
1548.3,12864,581.72,725.26,842.88,0.0019712,172.74,76.423,112.5,422.75,4.90E-05
1709.3,12901,607.75,617.93,884.72,0.00088703,177.69,73.241,111.49,455.96,2.21E-05
2737.5,12929,641.24,489.95,931.05,0.00039916,193.03,75.323,116.3,484.82,9.92E-06
3098.4,12950,557.69,356.6,923.79,0.00017962,194.07,77.177,118.48,514.23,4.47E-06
3432.9,12907,537.87,249.97,917.37,8.08E-05,199.87,79.183,122.96,547.42,2.01E-06
3880.3,13027,526.07,138.18,939.96,3.64E-05,206.81,81.347,127.34,582.09,9.04E-07
4669,13010,521.29,35.602,959.06,1.64E-05,198.45,83.065,124.48,613.06,4.07E-07
5471.6,12975,514.96,0,974.04,7.37E-06,185.22,85.163,122.79,648.61,1.83E-07
6431.5,12783,574.01,0,995.1,3.31E-06,182.87,86.673,122.8,679.35,8.24E-08
7371.7,12453,597.59,0,1023.2,1.49E-06,182.72,88.046,122.8,718.42,3.71E-08
8157.4,12114,590.85,0,1050.4,6.71E-07,180.63,89.514,120.92,750.47,1.67E-08
8994.3,11628,581.97,0,1068.3,3.02E-07,190.85,90.171,122.97,783.2,7.51E-09
10093,10786,581.81,0,1097.8,1.36E-07,198.36,91.211,124.7,810.27,3.38E-09
11479,9955.4,574.67,0,1126.2,6.12E-08,198.91,92.147,125.53,840.01,1.52E-09
12610,9261,558.32,0,1161.6,2.75E-08,197.93,93.863,127.88,864.61,6.84E-10
14391,7919.3,495.78,0,1185.7,1.24E-08,195.38,95.146,128.96,14.796,3.08E-10
15926,9765.3,571.93,0,1223.4,5.57E-09,193.87,96.389,129.81,14.494,1.39E-10
2515.6,10576,667.98,1318,1272.3,2.51E-09,195.09,97.846,127.23,414.11,6.24E-11
3063.7,10816,689.03,1183.4,1316.7,1.13E-09,173.85,94.554,124.97,431.69,2.81E-11
5194.1,11062,731.98,1047.9,1373.9,5.08E-10,185.33,92.655,125.19,457.78,1.26E-11
6591,11254,635.28,903.2,1304.1,2.29E-10,200.42,93.461,129.98,485.05,5.68E-12
7829.1,11613,551.02,783.98,1260.4,1.03E-10,208.78,94.059,134.73,516.63,2.56E-12
9497.5,11663,546.29,672.62,1242,4.63E-11,219.65,95.151,139.03,543.65,1.15E-12
11719,11740,548.13,564.17,1264.7,2.08E-11,213.27,96.663,141.8,574.4,5.18E-13
14179,10973,569.37,449.83,1283.6,9.37E-12,197.48,97.262,139.46,603.98,2.33E-13
17263,10268,621.67,333.26,1313,4.22E-12,185.6,97.678,135.52,634.53,1.05E-13
19163,7611.9,684.08,217.35,1357,1.90E-12,184.64,98.381,134.05,659.79,4.72E-14
20318,6125.2,722.21,88.442,1409.4,8.54E-13,192.07,98.483,132.68,689.87,2.12E-14
21704,5222.3,777.65,0,1468.9,3.84E-13,201.63,99.301,135.06,716.6,9.55E-15
22099,4047.3,807.47,0,1522.9,1.73E-13,207.38,99.926,139.4,723.88,4.30E-15
22152,3911.8,858.12,0,1589.3,7.78E-14,219.15,101.11,143.48,714.68,1.93E-15
21936,3216.8,899.25,0,1627.8,3.50E-14,229.55,102.74,151.07,698.99,8.71E-16
21183,3527.7,899.16,0,1678.6,1.58E-14,240.49,104.55,154.76,0,3.92E-16
20959,6316.1,1024.5,0,1734.2,7.09E-15,245.59,106.65,162.34,0,1.76E-16
20595,7405.3,1090,0,1790.1,3.19E-15,251.1,108.28,169.81,397.87,7.93E-17
915.68,5051.9,1055.1,1644.5,1856.5,1.44E-15,256.16,107.55,174.73,408.9,3.57E-17
891.12,5200.4,1067.1,1429.7,1910.7,6.46E-16,276.37,106.39,182.55,430.02,1.61E-17
1293.4,5286.2,1087.8,1218.4,1955.4,2.91E-16,290.1,108.25,194,452.35,7.23E-18
1304.3,5461,327.5,1008.9,1208.3,1.31E-16,292.33,110.05,202.34,461.67,3.25E-18
1543.1,5771.2,209.62,940.93,977.51,5.89E-17,294.75,111.97,211.44,481.62,1.46E-18
2031,6299.9,147.16,903.84,866.7,2.65E-17,292.41,113.95,215.76,497.82,6.59E-19
2722.6,6972.1,108.49,875.25,794.94,1.19E-17,45.677,111,134.63,496.05,2.96E-19
3424.7,7834.4,136.33,842.23,738.13,5.37E-18,87.99,106.79,82.997,499.3,1.33E-19
4268.5,8630.3,168.69,815.6,722.61,2.41E-18,83.049,103.3,57.175,501.97,6.00E-20
5096.6,9432,209.52,774.53,716,1.09E-18,64.923,90.586,41.628,513.41,2.70E-20
5952.5,10164,261.26,725.52,722.24,4.89E-19,84.574,84.447,37.853,530.13,1.22E-20
6737.1,10756,315.04,671.65,735.79,2.20E-19,96.385,80.54,36.743,548.4,5.47E-21
7719.7,11240,347.53,613.25,760.45,9.90E-20,105.6,77.198,38.308,569.82,2.46E-21
8314.1,11683,383.56,537.28,789.87,4.46E-20,117.93,75.446,40.632,594.78,1.11E-21
9193.7,11768,392.4,464.66,828.99,2.01E-20,130.6,75.116,42.866,27.144,4.99E-22
10158,12319,471.98,393.36,866.39,9.02E-21,141.45,75.332,45.801,28.428,2.24E-22
10865,12976,573.71,293.58,903.08,4.06E-21,151.76,76.256,49.312,429.83,1.01E-22
1716.2,12551,621.77,1167.3,952.27,1.83E-21,151.27,73.904,52.667,457.61,4.54E-23
1888.3,12607,665.34,1059.3,999.28,8.22E-22,165.66,73.366,57.131,489.95,2.04E-23
3031.6,12618,704.95,933.19,1039.5,3.70E-22,182.18,75.62,63.217,524.3,9.20E-24
3319.6,12594,639.12,789.98,1020,1.67E-22,196.6,77.807,69.321,555.05,4.14E-24
3781.6,12517,584.12,656.99,1018.7,7.49E-23,208.51,79.879,76,589.99,1.86E-24
4403.8,12412,589.94,544.05,1029.1,3.37E-23,216.88,82.351,84.095,627.22,8.38E-25
5258.6,12124,587.77,424.33,1028.8,1.52E-23,211.88,84.934,90.998,662.45,3.77E-25
6061.5,11880,605.25,310.02,1044.6,6.83E-24,202.91,86.962,96.368,701.16,1.70E-25
7140.6,11741,621.32,192.39,1059.3,3.07E-24,200.25,88.764,101.08,731.97,7.64E-26
8027.6,11478,612.14,66.083,1069.2,1.38E-24,198.29,90.454,104.51,763.42,3.44E-26
8778.1,10950,641.59,0,1091.7,6.22E-25,198.6,91.758,108.27,788.74,1.55E-26
9961.4,10452,663.89,0,1113.8,2.80E-25,199.26,93.071,113.79,820.84,6.96E-27
11320,9619,658.47,0,1143.4,1.26E-25,198.4,94.08,116.78,849.08,3.13E-27
12549,9046.5,641.83,0,1181.2,5.67E-26,204.8,94.995,122.57,867.5,1.41E-27
13738,8288,617.78,0,1202.7,2.55E-26,211.58,95.852,126.99,14.847,6.34E-28
14821,10803,709.52,0,1253.6,1.15E-26,211.48,96.981,130.98,14.454,2.85E-28
15695,10892,772.38,0,1287,5.17E-27,209.33,98.194,132.73,414.21,1.28E-28
2615.7,9632.6,760.9,1256.3,1336.8,2.32E-27,205.47,95.563,134.34,433.69,5.78E-29
3053.4,9860.3,770.36,1107,1401.1,1.05E-27,218.11,94.095,139.61,462.84,2.60E-29
5197.4,10192,787.57,955.39,1458.3,4.71E-28,227.94,95.086,149.23,494.18,1.17E-29
6415.8,10221,612.38,803.85,1344.2,2.12E-28,233.48,96.669,151.34,518.03,5.27E-30
7809.2,10515,535.3,679.79,1270.2,9.53E-29,233.95,97.853,154.33,545.32,2.37E-30
9856.9,11230,517.27,578.99,1255.9,4.29E-29,239.64,99.419,157.97,569.17,1.07E-30
12693,10926,512.52,478.81,1246.6,1.93E-29,211.36,100.12,155.43,597.02,4.80E-31
15659,10730,530.06,371.55,1267.8,8.69E-30,188.07,100.56,147.46,618.89,2.16E-31
17740,9796.7,583.57,265.31,1300.7,3.91E-30,180.75,100.82,141.34,646.53,9.72E-32
19077,8498.3,658.04,153.47,1330.3,1.76E-30,177.97,100.57,137.67,670.76,4.37E-32
20377,6872.4,733.28,24.744,1389.3,7.92E-31,180.84,100.01,134.94,696.53,1.97E-32
21931,5431.2,810.68,0,1457.7,3.56E-31,191.12,100.15,138.22,721.42,8.86E-33
22956,4274.8,904.8,0,1521.4,1.60E-31,203.63,100.44,137.86,735.37,3.99E-33
22300,2314.1,964.69,0,1588.3,7.21E-32,219.58,101.4,142.61,735.53,1.79E-33
21860,2261.2,938.77,0,1654.4,3.25E-32,229.14,102.34,148.47,0,8.07E-34
21585,5205.5,1050.2,0,1716.5,1.46E-32,243.78,104.24,157.52,0,3.63E-34
20661,8111.3,1123.9,0,1782.9,6.57E-33,257.28,106.14,165.99,397.92,1.63E-34
19132,6107.1,1115.1,0,1807.4,2.96E-33,263.38,104.74,173.56,394.88,7.35E-35
771.36,6277.2,1087,1498.6,1857.2,1.33E-33,273.06,104.84,180.81,408.45,3.31E-35
683.41,6318.8,1106.6,1285.9,1892.3,5.99E-34,286.19,106.76,192.95,433.31,1.49E-35
921.49,6303.6,1073.3,1065.1,1927.7,2.70E-34,294.63,108.31,204.02,449.65,6.70E-36
854.46,6398.8,401.94,861.09,1305.6,1.21E-34,300.59,110.51,210.07,470.77,3.02E-36
1004.6,6653.8,280.87,785.57,1074.8,5.46E-35,303.49,111.89,217.75,486.37,1.36E-36
1278.9,6968.5,211.43,734.47,936.22,2.46E-35,300.77,114.26,226.07,504.54,6.11E-37
1693,7458.9,159.41,697.17,832.61,1.11E-35,114.66,112.74,156.42,512.58,2.75E-37
2186.9,7955.2,161.03,657.35,766,4.97E-36,123.1,109.23,110.1,524.34,1.24E-37
2588.6,8395,175.91,616.89,733,2.24E-36,99.253,106.31,78.968,531.3,5.56E-38
3101.3,8939.3,196.87,589.88,718.37,1.01E-36,86.284,97.402,60.753,542.4,2.50E-38
3648.5,9567.5,226.59,557.17,711.25,4.53E-37,88.919,91.198,50.218,557.97,1.13E-38
4282.1,10153,245.9,515.24,716.58,2.04E-37,95.129,86.035,45.831,575.84,5.07E-39
4990.8,10681,301.59,457.79,729.69,9.18E-38,101.32,81.452,44.551,596.54,2.28E-39
5724.5,11186,319.31,394.88,744.85,4.13E-38,110.87,78.81,44.602,23.041,1.03E-39
6557.1,11689,396.15,324.47,771.93,1.86E-38,113.55,77.415,45.181,23.968,4.62E-40
7191.8,12324,476.68,242.68,794.67,8.36E-39,129.11,76.91,47.728,425.09,2.08E-40
7920.4,12599,495.05,146.75,826.01,3.76E-39,134.43,71.942,50.476,452.9,9.36E-41
1455.6,12721,528.46,763.25,864.06,1.69E-39,146.86,70.011,54.277,479.56,4.21E-41
1578.1,12788,555.67,655.52,898.85,7.62E-40,168.83,72.034,59.081,509.49,1.89E-41
2510.2,12760,580.35,547.29,942.57,3.43E-40,174.88,74.129,64.575,539.95,8.53E-42
2864,12755,503.48,434.87,931.71,1.54E-40,182.52,76.13,69.427,577.86,3.84E-42
3349.5,12677,482.44,331.68,929.02,6.95E-41,182.31,78.323,75.863,611.33,1.73E-42
3919.8,12640,492.31,236.37,940.69,3.13E-41,193,80.983,81.601,646.5,7.77E-43
4575.4,12710,493.41,133.87,960.1,1.41E-41,184.9,82.885,87.629,682.62,3.50E-43
5397,12874,502.42,32.94,969.34,6.33E-42,176.24,84.263,88.993,710,1.57E-43
6088.4,12751,528.59,0,990.89,2.85E-42,175.52,85.701,91.51,736.94,7.08E-44
6744.1,12527,512.47,0,1008.9,1.28E-42,177.18,87.098,94.273,764.91,3.19E-44
7582.1,12120,540.05,0,1033.5,5.77E-43,180.24,88.358,98.324,799.06,1.43E-44
8691.8,11319,567.62,0,1063.9,2.60E-43,182.71,89.267,102.01,834.37,6.45E-45
9990.1,10585,573.62,0,1088.1,1.17E-43,177.93,90.773,101.45,856.49,2.90E-45
11174,9406.3,564.97,0,1116.9,5.26E-44,184.44,91.815,104.66,24.817,1.31E-45
12370,10770,639.39,0,1140.2,2.36E-44,189.41,92.83,110.05,25.838,5.88E-46
